"","X","app_rate_g_cm2","application","body_weight_g","chemical","exp_duration","formulation","soil_conc_ugg","soil_type","species","tissue_conc_ugg","tim_direct_avian_1hr_perez","tim_direct_avian_1hr_perez_ratios","tim_direct_avian_1hr","tim_direct_avian_1hr_ratios","tim_direct_amphib_1hr"
"272",2441,6.98e-05,"Indirect",13.469,"Pendi",8,0,22.90681995,"PLE","American toad",1.38470843,722.275621040252,521.608452286415,146.810377179114,106.022592192289,52.832095866758
"273",2451,6.98e-05,"Indirect",11.8384,"Pendi",8,0,20.31371332,"PLE","American toad",2.758089025,764.570662515639,277.210291468253,153.256482890745,55.5661842317598,55.781689769038
"274",246,6.98e-05,"Indirect",11.6099,"Pendi",8,0,8.079352476,"PLE","American toad",2.539315815,771.170641777525,303.692292712132,154.254393823693,60.7464392229183,56.2412848268096
"275",247,6.98e-05,"Indirect",8.7943,"Pendi",8,0,8.780199562,"OLS","American toad",2.917259067,871.659933984626,298.794146822554,169.202354407859,58.000455400713,63.2177865463077
"276",248,6.98e-05,"Indirect",12.498,"Pendi",8,0,11.00768858,"OLS","American toad",4.729568549,746.505784878934,157.838030497892,150.514220471907,31.8240911221662,54.5228016786584
"277",249,6.98e-05,"Indirect",14.8081,"Pendi",8,0,6.310025314,"OLS","American toad",6.874438593,692.707099481413,100.765624728508,142.248975498397,20.6924498013909,50.7653987338212
"278",250,6.98e-05,"Indirect",13.4299,"Pendi",8,0,10.01366331,"OLS","American toad",1.492402712,723.202221500764,484.589190093058,146.952571994601,98.4671032912204,52.896797951325
"279",251,6.98e-05,"Indirect",13.5552,"Pendi",8,0,13.91754836,"OLS","American toad",1.888097365,720.24645930099,381.466799674809,146.498828684863,77.5907171952774,52.6903916585911
"280",252,6.98e-05,"Indirect",8.3589,"Pendi",8,0,17.79580859,"OLS","American toad",4.287971426,891.398873316413,207.883585210349,172.087674886169,40.1326542995878,64.5837472150646
"281",253,6.98e-05,"Indirect",13.5285,"Pendi",8,1,8.724259234,"PLE","American toad",2.879433002,720.872989413228,250.352409280759,146.595046251224,50.9110808097989,52.7341466079943
"282",254,6.98e-05,"Indirect",13.7458,"Pendi",8,1,11.64651601,"PLE","American toad",3.750781295,715.825009805744,190.846907219031,145.819233177845,38.8770289998594,52.3815619655085
"283",255,6.98e-05,"Indirect",11.4246,"Pendi",8,1,11.21634881,"PLE","American toad",2.648653905,776.661834931753,293.228886365866,155.083063992242,58.5516528601505,56.6235326466175
"284",256,6.98e-05,"Indirect",10.0043,"Pendi",8,1,5.697537118,"PLE","American toad",2.314244032,823.488444654903,355.834749174327,162.092624337502,70.0412843659444,59.8782942030143
"285",257,6.98e-05,"Indirect",13.4038,"Pendi",8,1,6.758968643,"PLE","American toad",0.896933721,723.822911462036,806.997099690977,147.047797257078,163.94499818017,52.9401370035882
"286",258,6.98e-05,"Indirect",10.5726,"Pendi",8,1,14.91187384,"PLE","American toad",5.703493109,803.666142705335,140.907708196783,159.137630406456,27.901783585105,58.5015650697368
"287",259,6.98e-05,"Indirect",17.4496,"Pendi",8,1,16.05643523,"OLS","American toad",0.875538299,644.336082183393,735.931349798546,134.682405168557,153.828113884207,47.3757761281989
"288",260,6.98e-05,"Indirect",13.6417,"Pendi",8,1,24.88780061,"OLS","American toad",1.356762725,718.228841590626,529.369526709709,146.188839413624,107.748272207009,52.5494756622624
"289",261,6.98e-05,"Indirect",9.9412,"Pendi",8,1,10.84702222,"OLS","American toad",3.719878758,825.789452115058,221.993647061509,162.434510062759,43.6666140565539,60.0380092935389
"290",262,6.98e-05,"Indirect",16.3062,"Pendi",8,1,5.135481376,"OLS","American toad",1.277680298,663.884115765929,519.601121505224,137.756454396351,107.817624339975,48.7469568814658
"291",263,6.98e-05,"Indirect",11.3268,"Pendi",8,1,8.871930181,"OLS","American toad",1.648936582,779.612076040242,472.796882882329,155.527688939886,94.319994254264,56.8288514157402
"292",264,6.98e-05,"Indirect",10.2275,"Pendi",8,1,14.06687759,"OLS","American toad",1.540378381,815.514153440039,529.424564444104,160.905980976637,104.458737516284,59.3246341571781
